"","Datetime","AQI","PM2.5","PM10","SO2","CO","NO2","O3_8h","kmean"
"1475",2019-10-14,45,19,34,7,0.5,27,90,2
"1476",2019-10-15,39,11,28,6,0.4,23,77,2
"1477",2019-10-16,49,17,36,7,0.5,39,87,2
"1478",2019-10-17,52,21,38,8,0.6,41,95,2
"1479",2019-10-18,55,18,32,7,0.5,37,106,2
"1480",2019-10-19,75,35,45,8,0.6,48,129,2
"1481",2019-10-20,87,44,48,8,0.7,54,144,1
"1482",2019-10-21,68,35,38,7,0.6,46,121,2
"1483",2019-10-22,74,31,42,8,0.6,59,116,2
"1484",2019-10-23,70,36,45,7,0.6,44,123,2
"1485",2019-10-24,61,27,38,7,0.6,44,113,2
"1486",2019-10-25,84,48,64,9,0.7,50,140,1
"1487",2019-10-26,38,20,34,7,0.5,30,74,2
"1488",2019-10-27,72,24,44,8,0.6,57,63,2
"1489",2019-10-28,95,61,64,9,0.9,76,88,4
"1490",2019-10-29,128,71,205,12,1,71,112,3
"1491",2019-10-30,131,46,212,10,0.8,79,104,3
"1492",2019-10-31,129,52,207,10,0.7,70,158,1
"1493",2019-11-01,87,42,111,9,0.7,69,135,4
"1494",2019-11-02,110,72,146,9,0.9,60,171,1
"1495",2019-11-03,55,28,45,8,0.6,34,106,2
"1496",2019-11-04,60,32,50,8,0.7,33,112,2
"1497",2019-11-05,50,16,30,7,0.5,36,100,2
"1498",2019-11-06,58,15,26,7,0.5,46,90,2
"1499",2019-11-07,62,32,41,8,0.7,40,114,2
"1500",2019-11-08,45,13,29,7,0.5,29,89,2
"1501",2019-11-09,54,12,25,7,0.5,43,92,2
"1502",2019-11-10,76,39,63,9,0.7,54,131,4
"1503",2019-11-11,97,44,103,12,0.9,77,81,4
"1504",2019-11-12,70,25,75,7,0.6,56,72,4
"1505",2019-11-13,74,54,74,10,0.9,55,93,4
"1506",2019-11-14,67,20,84,7,0.6,38,77,2
"1507",2019-11-15,60,20,60,8,0.6,48,108,2
"1508",2019-11-16,58,22,50,9,0.5,46,109,2
"1509",2019-11-17,62,34,60,9,0.7,49,82,4
"1510",2019-11-18,84,47,118,7,0.7,37,63,4
"1511",2019-11-19,93,33,135,9,0.6,36,69,4
"1512",2019-11-20,65,23,79,7,0.6,49,76,2
"1513",2019-11-21,62,12,31,6,0.5,49,62,2
"1514",2019-11-22,80,26,49,9,0.5,64,50,4
"1515",2019-11-23,69,21,37,7,0.5,55,41,2
"1516",2019-11-24,50,32,33,6,0.7,40,62,2
"1517",2019-11-25,33,13,29,5,0.4,26,59,2
"1518",2019-11-26,48,15,26,5,0.5,38,47,2
"1519",2019-11-27,44,16,18,5,0.4,35,49,2
"1520",2019-11-28,38,16,32,6,0.5,30,57,2
"1521",2019-11-29,54,17,32,6,0.5,43,47,2
"1522",2019-11-30,73,15,24,6,0.5,58,38,2
"1523",2019-12-01,53,27,22,5,0.9,42,41,2
"1524",2019-12-02,93,69,63,12,1,61,52,4
"1525",2019-12-03,112,84,87,15,1.1,95,61,3
"1526",2019-12-04,139,106,101,15,1.3,115,44,3
"1527",2019-12-05,78,54,53,11,0.7,62,74,4
"1528",2019-12-06,40,14,23,6,0.4,32,76,2
"1529",2019-12-07,80,38,47,9,0.6,64,84,4
"1530",2019-12-08,108,74,76,13,1,96,75,4
"1531",2019-12-09,115,87,81,11,0.9,101,69,4
"1532",2019-12-10,116,72,75,12,0.9,112,73,4
"1533",2019-12-11,148,113,112,14,1.3,94,90,3
"1534",2019-12-12,74,33,44,8,0.7,59,73,4
"1535",2019-12-13,93,33,57,9,0.8,74,73,4
"1536",2019-12-14,83,57,70,9,0.9,66,77,4
"1537",2019-12-15,54,17,31,7,0.5,43,61,2
"1538",2019-12-16,75,34,49,7,0.7,60,61,4
"1539",2019-12-17,103,77,62,8,1.2,60,16,4
"1540",2019-12-18,42,28,29,5,0.7,33,54,2
"1541",2019-12-19,57,28,35,6,0.6,45,40,2
"1542",2019-12-20,65,41,41,8,0.7,52,52,4
"1543",2019-12-21,63,27,24,6,0.6,50,62,2
"1544",2019-12-22,57,18,20,6,0.6,45,63,2
"1545",2019-12-23,64,33,30,6,0.7,51,69,2
"1546",2019-12-24,54,34,36,6,0.7,43,64,2
"1547",2019-12-25,83,27,30,6,0.7,66,35,4
"1548",2019-12-26,57,33,26,6,1,45,41,2
"1549",2019-12-27,98,73,71,10,1,67,49,4
"1550",2019-12-28,100,75,68,10,1,68,74,4
"1551",2019-12-29,80,41,44,8,0.6,64,34,4
"1552",2019-12-30,102,76,61,10,0.8,48,87,4
"1553",2019-12-31,34,17,31,6,0.4,27,56,2
"1554",2020-01-01,54,14,24,6,0.4,43,60,2
"1555",2020-01-02,82,24,40,7,0.6,65,34,4
"1556",2020-01-03,72,39,40,8,0.6,57,30,4
"1557",2020-01-04,88,65,50,7,0.8,52,61,4
"1558",2020-01-05,63,40,38,7,0.6,50,64,2
"1559",2020-01-06,59,22,31,7,0.7,47,69,2
"1560",2020-01-07,67,34,32,6,1.2,53,27,4
"1561",2020-01-08,59,42,40,6,1.1,44,42,4
"1562",2020-01-09,58,33,31,6,0.8,46,47,2
"1563",2020-01-10,45,16,19,5,0.5,36,53,2
"1564",2020-01-11,49,31,22,6,0.7,39,57,2
"1565",2020-01-12,147,112,83,11,1.4,57,59,3
"1566",2020-01-13,155,118,86,10,1.3,67,65,3
"1567",2020-01-14,156,119,87,9,1.3,64,64,3
"1568",2020-01-15,59,39,27,6,0.6,47,65,2
"1569",2020-01-16,44,11,12,5,0.4,35,63,2
"1570",2020-01-17,59,42,36,6,0.7,41,56,2
"1571",2020-01-18,92,68,53,7,0.9,43,55,4
"1572",2020-01-19,113,85,65,7,1,59,67,4
"1573",2020-01-20,173,131,106,10,1.4,76,103,3
"1574",2020-01-21,128,97,66,6,1,57,113,4
"1575",2020-01-22,104,78,44,5,1.2,55,69,4
"1576",2020-01-23,49,34,21,4,0.7,35,66,2
"1577",2020-01-24,62,44,52,5,0.7,25,97,2
"1578",2020-01-25,35,14,14,4,0.5,21,69,2
"1579",2020-01-26,39,16,20,5,0.6,18,77,2
"1580",2020-01-27,40,24,22,4,0.6,19,79,2
"1581",2020-01-28,110,83,66,6,1.1,25,62,4
"1582",2020-01-29,92,68,55,8,0.9,22,102,4
"1583",2020-01-30,95,71,59,9,1.1,22,98,4
"1584",2020-01-31,68,49,41,9,0.9,34,89,4
"1585",2020-02-01,57,30,26,7,0.7,45,81,2
"1586",2020-02-02,52,36,24,6,0.6,31,101,2
"1587",2020-02-03,82,60,44,6,0.8,39,103,4
"1588",2020-02-04,46,19,21,5,0.5,29,91,2
"1589",2020-02-05,45,27,31,5,0.6,29,89,2
"1590",2020-02-06,40,17,21,4,0.5,15,79,2
"1591",2020-02-07,41,24,24,5,0.6,17,81,2
"1592",2020-02-08,58,41,37,5,0.6,21,79,2
"1593",2020-02-09,104,78,65,6,0.9,31,97,4
"1594",2020-02-10,67,48,42,8,0.7,33,104,2
"1595",2020-02-11,45,26,21,5,0.5,24,89,2
"1596",2020-02-12,68,49,36,6,0.9,43,64,4
"1597",2020-02-13,73,53,32,5,0.8,29,69,2
"1598",2020-02-14,39,18,10,4,0.6,31,66,2
"1599",2020-02-15,30,13,7,4,0.6,24,48,2
"1600",2020-02-16,40,25,36,6,0.6,15,79,2
"1601",2020-02-17,42,17,27,7,0.5,18,84,2
"1602",2020-02-18,42,18,23,8,0.6,27,84,2
"1603",2020-02-19,55,13,20,5,0.3,23,106,2
"1604",2020-02-20,48,16,22,5,0.3,38,90,2
"1605",2020-02-21,46,29,31,6,0.5,33,91,2
"1606",2020-02-22,93,69,96,9,0.7,33,115,4
"1607",2020-02-23,56,27,53,5,0.4,24,107,2
"1608",2020-02-24,75,38,69,8,0.6,26,129,2
"1609",2020-02-25,65,47,52,7,0.8,35,86,2
"1610",2020-02-26,44,28,36,4,0.6,19,87,2
"1611",2020-02-27,47,29,44,5,0.6,21,94,2
"1612",2020-02-28,52,36,42,5,0.8,37,76,2
"1613",2020-02-29,47,26,16,5,0.7,37,63,2
"1614",2020-03-01,40,16,13,4,0.6,23,79,2
"1615",2020-03-02,48,24,28,5,0.8,18,96,2
"1616",2020-03-03,41,22,33,5,0.6,29,82,2
"1617",2020-03-04,47,29,35,5,0.6,22,94,2
"1618",2020-03-05,50,22,30,5,0.5,20,99,2
"1619",2020-03-06,62,22,32,5,0.5,22,114,2
"1620",2020-03-07,82,60,44,6,0.7,37,106,2
"1621",2020-03-08,55,18,19,4,0.4,23,106,2
"1622",2020-03-09,43,12,7,4,0.6,34,82,2
"1623",2020-03-10,48,30,30,5,0.7,29,96,2
"1624",2020-03-11,85,63,63,6,0.8,50,112,4
"1625",2020-03-12,69,50,48,6,0.7,30,110,2
"1626",2020-03-13,42,23,25,4,0.6,32,84,2
"1627",2020-03-14,46,25,46,6,0.6,32,88,2
"1628",2020-03-15,70,44,73,8,0.7,56,109,4
"1629",2020-03-16,44,15,37,6,0.5,25,88,2
"1630",2020-03-17,76,31,58,10,0.6,49,131,2
"1631",2020-03-18,104,51,74,12,0.7,57,164,1
"1632",2020-03-19,63,34,76,9,0.5,38,90,2
"1633",2020-03-20,64,15,61,11,0.4,34,116,2
"1634",2020-03-21,80,35,64,13,0.7,44,136,4
"1635",2020-03-22,54,38,36,6,0.6,28,103,2
"1636",2020-03-23,47,14,29,6,0.4,33,94,2
"1637",2020-03-24,54,24,37,6,0.4,39,104,2
"1638",2020-03-25,66,16,39,8,0.5,27,119,2
"1639",2020-03-26,69,35,42,9,0.8,55,50,4
"1640",2020-03-27,43,13,39,5,0.5,19,86,2
"1641",2020-03-28,39,8,25,5,0.4,18,77,2
"1642",2020-03-29,37,8,28,6,0.4,24,73,2
"1643",2020-03-30,40,13,23,5,0.5,32,79,2
"1644",2020-03-31,46,16,27,5,0.5,34,91,2
"1645",2020-04-01,71,37,41,7,0.6,29,125,2
"1646",2020-04-02,58,17,45,6,0.4,29,109,2
"1647",2020-04-03,61,27,47,7,0.5,37,113,2
"1648",2020-04-04,95,47,72,9,0.6,52,153,1
"1649",2020-04-05,62,13,41,6,0.4,18,114,2
"1650",2020-04-06,46,15,38,6,0.4,32,92,2
"1651",2020-04-07,75,25,46,7,0.5,60,93,2
"1652",2020-04-08,80,29,52,8,0.6,64,126,4
"1653",2020-04-09,65,34,54,7,0.5,41,117,2
"1654",2020-04-10,62,23,46,6,0.5,26,114,2
"1655",2020-04-11,48,22,29,5,0.5,25,96,2
"1656",2020-04-12,73,52,54,8,0.8,34,127,4
"1657",2020-04-13,85,56,82,10,0.9,55,141,4
"1658",2020-04-14,112,61,76,9,0.7,54,173,1
"1659",2020-04-15,86,54,72,9,0.7,60,143,4
"1660",2020-04-16,104,36,59,9,0.6,41,164,1
"1661",2020-04-17,101,53,107,10,1,81,88,4
"1662",2020-04-18,75,43,72,7,0.8,44,129,4
"1663",2020-04-19,60,32,28,5,0.8,30,111,2
"1664",2020-04-20,100,54,46,7,0.9,45,159,1
"1665",2020-04-21,45,21,29,6,0.5,32,90,2
"1666",2020-04-22,63,24,48,7,0.5,38,115,2
"1667",2020-04-23,65,22,50,7,0.5,29,118,2
"1668",2020-04-24,98,38,71,10,0.6,49,157,1
"1669",2020-04-25,95,41,71,9,0.6,47,154,1
"1670",2020-04-26,65,32,70,7,0.5,27,118,2
"1671",2020-04-27,55,18,37,6,0.4,31,105,2
"1672",2020-04-28,59,20,36,6,0.4,38,110,2
"1673",2020-04-29,93,20,45,8,0.5,31,151,2
"1674",2020-04-30,130,35,66,10,0.7,40,192,1
"1675",2020-05-01,59,39,61,9,0.7,47,63,4
"1676",2020-05-02,88,30,38,7,0.6,26,145,2
"1677",2020-05-03,132,54,74,8,0.8,49,195,1
"1678",2020-05-04,77,56,43,7,0.7,47,130,4
"1679",2020-05-05,56,27,24,5,0.7,26,107,2
"1680",2020-05-06,38,23,27,6,0.6,30,73,2
"1681",2020-05-07,60,25,36,6,0.6,22,111,2
"1682",2020-05-08,38,17,28,6,0.6,19,75,2
"1683",2020-05-09,62,44,41,6,1,41,80,4
"1684",2020-05-10,103,77,65,7,1,48,89,4
"1685",2020-05-11,130,82,67,7,0.9,42,192,1
"1686",2020-05-12,100,24,66,9,0.6,38,160,1
"1687",2020-05-13,69,18,80,7,0.5,32,122,2
"1688",2020-05-14,81,19,80,7,0.6,22,137,2
"1689",2020-05-15,57,33,42,7,0.8,43,108,2
"1690",2020-05-16,90,67,43,7,0.9,62,83,4
"1691",2020-05-17,95,69,48,9,0.9,38,153,1
"1692",2020-05-18,99,36,67,9,0.8,36,158,1
"1693",2020-05-19,92,28,73,9,0.7,39,150,1
"1694",2020-05-20,134,39,70,9,0.6,35,197,1
"1695",2020-05-21,88,21,50,7,0.6,22,145,2
"1696",2020-05-22,78,19,37,7,0.6,23,133,2
"1697",2020-05-23,57,22,36,8,0.6,22,108,2
"1698",2020-05-24,106,39,54,8,0.7,24,166,1
"1699",2020-05-25,73,53,52,7,0.8,30,126,2
"1700",2020-05-26,46,17,19,6,0.6,31,92,2
"1701",2020-05-27,74,39,47,7,0.8,52,128,4
"1702",2020-05-28,157,63,73,9,0.9,47,222,1
"1703",2020-05-29,87,64,58,8,0.8,49,102,4
"1704",2020-05-30,59,11,15,6,0.5,23,110,2
"1705",2020-05-31,111,55,55,7,1,44,172,1
"1706",2020-06-01,129,57,58,7,0.8,36,191,1
"1707",2020-06-02,130,28,44,8,0.7,33,192,1
"1708",2020-06-03,58,26,30,6,0.8,46,74,2
"1709",2020-06-04,89,42,48,6,0.9,51,146,1
"1710",2020-06-05,41,22,18,5,0.7,32,82,2
"1711",2020-06-06,46,11,16,5,0.6,21,92,2
"1712",2020-06-07,67,21,35,6,0.5,22,120,2
"1713",2020-06-08,52,31,54,6,0.6,20,95,2
"1714",2020-06-09,30,12,15,5,0.5,21,60,2
"1715",2020-06-10,55,36,33,5,0.7,44,56,2
"1716",2020-06-11,72,52,33,5,0.7,36,77,2
"1717",2020-06-12,119,47,42,5,0.7,34,180,1
"1718",2020-06-13,127,39,52,6,0.7,44,189,1
"1719",2020-06-14,58,32,40,6,0.8,40,109,2
"1720",2020-06-15,59,42,26,5,0.8,41,68,2
"1721",2020-06-16,72,23,22,5,0.6,32,126,2
"1722",2020-06-17,66,40,46,5,0.7,33,119,2
"1723",2020-06-18,47,26,33,5,0.8,37,82,2
"1724",2020-06-19,85,24,29,5,0.7,23,141,2
"1725",2020-06-20,70,39,32,5,0.6,24,124,2
"1726",2020-06-21,44,12,11,4,0.5,22,87,2
"1727",2020-06-22,44,14,19,5,0.6,23,87,2
"1728",2020-06-23,52,19,22,5,0.7,26,102,2
"1729",2020-06-24,54,30,31,5,0.9,43,88,2
"1730",2020-06-25,54,38,29,5,0.9,39,84,2
"1731",2020-06-26,77,32,29,5,0.7,26,132,2
"1732",2020-06-27,45,25,23,6,0.7,36,65,2
"1733",2020-06-28,48,18,15,5,0.6,38,72,2
"1734",2020-06-29,38,26,28,6,0.7,29,74,2
"1735",2020-06-30,111,22,30,8,0.7,31,172,1
"1736",2020-07-01,75,17,23,6,0.5,23,130,2
"1737",2020-07-02,47,13,20,5,0.5,19,94,2
"1738",2020-07-03,46,14,20,5,0.6,24,92,2
"1739",2020-07-04,43,11,16,5,0.5,22,86,2
"1740",2020-07-05,44,24,21,4,0.7,35,72,2
"1741",2020-07-06,53,25,21,5,0.8,42,47,2
"1742",2020-07-07,91,27,31,5,0.7,32,149,2
"1743",2020-07-08,52,25,25,5,0.6,41,70,2
"1744",2020-07-09,44,18,15,4,0.5,35,51,2
"1745",2020-07-10,35,20,20,4,0.5,26,70,2
"1746",2020-07-11,43,28,22,4,0.5,34,56,2
"1747",2020-07-12,109,39,51,6,0.6,31,169,1
"1748",2020-07-13,49,27,34,5,0.8,39,62,2
"1749",2020-07-14,53,37,31,4,0.8,38,82,2
"1750",2020-07-15,43,15,12,4,0.5,30,85,2
"1751",2020-07-16,43,15,19,4,0.5,26,85,2
"1752",2020-07-17,43,17,21,4,0.5,34,55,2
"1753",2020-07-18,83,42,55,5,0.7,43,139,1
"1754",2020-07-19,78,31,44,6,0.7,33,133,2
"1755",2020-07-20,50,27,27,6,0.9,40,53,2
"1756",2020-07-21,110,61,57,6,0.8,42,171,1
"1757",2020-07-22,120,56,55,7,0.7,46,182,1
"1758",2020-07-23,91,23,42,6,0.5,33,149,2
"1759",2020-07-24,61,31,43,6,0.7,34,113,2
"1760",2020-07-25,156,60,61,7,0.8,34,221,1
"1761",2020-07-26,120,38,44,6,0.6,32,181,1
"1762",2020-07-27,56,34,46,6,0.6,35,107,2
"1763",2020-07-28,67,37,48,6,0.6,41,120,2
"1764",2020-07-29,60,14,27,6,0.4,25,112,2
"1765",2020-07-30,38,10,24,5,0.4,18,75,2
"1766",2020-07-31,29,11,29,5,0.4,17,55,2
"1767",2020-08-01,60,11,31,6,0.4,17,111,2
"1768",2020-08-02,61,14,34,6,0.4,18,113,2
"1769",2020-08-03,28,9,27,5,0.3,16,56,2
"1770",2020-08-04,28,8,28,5,0.4,13,52,2
"1771",2020-08-05,31,9,21,5,0.5,20,61,2
"1772",2020-08-06,78,21,37,6,0.5,29,133,2
"1773",2020-08-07,93,30,51,6,0.6,34,151,1
"1774",2020-08-08,76,21,40,7,0.5,28,131,2
"1775",2020-08-09,95,26,41,7,0.5,22,153,2
"1776",2020-08-10,67,22,40,6,0.6,31,120,2
"1777",2020-08-11,68,17,35,6,0.5,26,121,2
"1778",2020-08-12,75,16,35,7,0.5,25,129,2
"1779",2020-08-13,102,21,41,7,0.5,27,162,1
"1780",2020-08-14,115,25,49,8,0.6,30,176,1
"1781",2020-08-15,71,13,29,7,0.5,22,125,2
"1782",2020-08-16,95,18,37,7,0.5,20,153,2
"1783",2020-08-17,54,25,46,7,0.4,19,104,2
"1784",2020-08-18,49,28,46,8,0.4,18,98,2
"1785",2020-08-19,57,25,42,7,0.5,20,108,2
"1786",2020-08-20,58,23,38,6,0.5,22,109,2
"1787",2020-08-21,39,23,36,5,0.4,19,78,2
"1788",2020-08-22,34,21,34,4,0.5,21,58,2
"1789",2020-08-23,34,22,34,5,0.4,24,64,2
"1790",2020-08-24,32,15,25,4,0.4,22,64,2
"1791",2020-08-25,40,12,30,5,0.5,20,80,2
"1792",2020-08-26,35,19,34,5,0.7,28,64,2
"1793",2020-08-27,97,34,48,5,0.8,29,156,1
"1794",2020-08-28,40,15,19,4,0.6,30,79,2
"1795",2020-08-29,43,23,25,4,0.6,34,64,2
"1796",2020-08-30,43,30,29,4,0.6,25,72,2
"1797",2020-08-31,27,14,22,6,0.4,17,54,2
"1798",2020-09-01,33,14,26,4,0.4,16,66,2
"1799",2020-09-02,33,17,31,5,0.6,22,66,2
"1800",2020-09-03,132,41,65,8,0.9,40,195,1
"1801",2020-09-04,131,41,60,8,0.7,38,194,1
"1802",2020-09-05,89,20,38,6,0.5,29,146,2
"1803",2020-09-06,80,21,43,6,0.6,26,135,2
"1804",2020-09-07,179,54,98,12,1.1,48,244,1
"1805",2020-09-08,146,44,76,8,0.8,50,210,1
"1806",2020-09-09,115,26,46,7,0.7,38,176,1
"1807",2020-09-10,73,26,36,5,0.6,29,127,2
"1808",2020-09-11,49,21,27,5,0.7,39,90,2
"1809",2020-09-12,49,23,34,6,0.8,36,98,2
"1810",2020-09-13,63,19,38,5,0.7,37,115,2
"1811",2020-09-14,52,18,21,5,0.7,41,88,2
"1812",2020-09-15,64,23,18,6,0.8,51,53,2
"1813",2020-09-16,68,45,40,6,1.2,54,96,4
"1814",2020-09-17,50,26,19,5,0.8,33,100,2
"1815",2020-09-18,67,28,29,5,0.9,53,72,2
"1816",2020-09-19,95,71,60,7,1.2,72,67,4
"1817",2020-09-20,67,28,38,6,0.8,53,118,2
"1818",2020-09-21,62,19,33,6,0.7,49,93,2
"1819",2020-09-22,61,15,30,6,0.7,44,113,2
"1820",2020-09-23,65,15,27,5,0.7,52,61,2
"1821",2020-09-24,59,21,35,6,0.8,47,91,2
"1822",2020-09-25,53,16,32,6,0.7,42,93,2
"1823",2020-09-26,45,13,29,5,0.6,36,89,2
"1824",2020-09-27,46,10,26,5,0.5,29,92,2
"1825",2020-09-28,46,10,28,6,0.5,31,92,2
"1826",2020-09-29,44,11,27,6,0.5,35,87,2
"1827",2020-09-30,53,17,35,6,0.5,35,103,2
"1828",2020-10-01,83,26,42,6,0.6,30,139,2
"1829",2020-10-02,86,21,34,6,0.6,21,143,2
"1830",2020-10-03,37,12,24,6,0.5,28,73,2
"1831",2020-10-04,46,10,19,6,0.6,19,92,2
"1832",2020-10-05,40,12,33,6,0.6,24,79,2
"1833",2020-10-06,43,11,27,7,0.7,24,85,2
"1834",2020-10-07,46,10,27,6,0.5,22,91,2
"1835",2020-10-08,53,12,31,6,0.5,27,103,2
"1836",2020-10-09,51,12,32,6,0.5,35,101,2
"1837",2020-10-10,56,15,35,6,0.5,36,107,2
